0,6050.6416,2691600.8
1,2265.7668,382.422
2,288.40692,187.2266
3,187.24669,248.98898
4,108.699295,339.04385
5,801.09766,777.2675
6,121.939064,203.12698
7,107.11758,143.82234
8,122.44365,187.2755
9,554.9561,252.61404
10,71.75023,172.07317
11,158.85313,552.0322
12,60.26119,653.23663
13,224.9863,375.45456
14,74.13362,165.98102
15,87.10932,276.16437
16,194.39795,1183.0688
17,61.935104,128.09308
18,193.64363,124.21501
19,78.60814,239.81168
20,103.7853,166.3844
21,277.6164,222.40585
22,107.301025,194.224
23,99.112915,543.53186
24,62.65521,159.32901
25,375.92627,125.59012
26,76.43014,172.71776
27,156.8063,196.36452
28,340.19308,416.5518
29,257.55972,118.52116
30,836.86096,787.075
31,363.2081,371.76184
32,201.89716,169.72292
33,121.06189,115.13316
34,292.6808,257.8482
35,293.65778,584.22394
36,225.97417,245.6368
37,74.05393,135.16924
38,106.50007,158.4737
39,174.45422,137.1558
40,181.90627,475.6152
41,87.310555,289.06067
42,53.79681,186.86644
43,56.433357,307.33575
44,262.33792,203.74156
45,92.557686,160.75656
46,728.01465,134.34962
47,348.30713,209.26088
48,299.78018,147.93108
49,103.65828,133.56004
50,124.31513,134.7208
51,139.28938,205.42392
52,84.26849,205.50835
53,234.87674,137.1859
54,153.8918,128.19495
55,266.30646,201.27277
56,70.67463,139.40152
57,278.1605,132.84824
58,136.96976,306.6165
59,111.77237,117.60222
60,55.65349,113.59914
61,100.97633,144.12827
62,74.18219,191.72656
63,123.63492,259.9236
64,215.46866,182.03242
65,254.92413,144.03238
66,125.108734,168.8154
67,421.2689,397.45456
68,103.98194,139.64476
69,102.377174,332.38177
70,126.05726,168.4029
71,131.43977,194.34242
72,73.42164,263.93695
73,71.512886,181.53664
74,85.803314,564.75977
75,58.38647,119.406
76,102.51759,165.73933
77,143.28596,154.29366
78,478.06168,332.1783
79,485.82965,410.96292
80,334.2353,169.69753
81,1804.6243,156.7052
82,117.362785,194.85841
83,57.577282,168.86484
84,148.93262,171.07956
85,89.78395,168.28534
86,244.56442,238.2287
87,70.87251,183.6497
88,184.4444,234.14116
89,265.6021,549.80634
90,185.08167,152.33202
91,104.00521,184.7832
92,116.75675,146.81384
93,260.50888,183.81339
94,126.48975,211.06502
95,184.01987,319.61603
96,59.964775,198.88864
97,80.30422,315.708
98,114.2855,167.99252
99,168.91385,325.37344
100,195.51578,210.49588
101,121.72394,128.50941
102,248.89384,162.90257
103,201.79088,201.78033
104,159.82101,364.7053
105,187.99495,142.3969
106,128.4222,149.82146
107,156.6483,282.47537
108,72.95303,146.51286
109,44.626175,164.85835
110,101.32353,273.46277
111,124.94689,144.44106
112,44.18553,174.9535
113,174.74892,167.93936
114,129.08943,235.13184
115,309.34158,336.50015
116,85.93038,140.07677
117,383.34647,426.86823
118,120.93317,200.84088
119,105.766235,177.268
120,50.45237,181.2198
121,115.78167,128.81812
122,50.467804,543.2021
123,120.939735,264.0665
124,76.59775,198.824
125,537.5672,513.2591
126,242.73347,416.00513
127,63.505264,178.36308
128,90.26153,230.30351
129,188.08673,595.95526
130,116.430115,163.62083
131,128.56456,387.61124
132,115.17838,196.36665
133,102.00374,141.4049
134,147.479,316.2216
135,144.81786,189.87949
136,89.820366,297.3082
137,55.812748,129.74152
138,84.32758,133.33728
139,68.055374,157.35832
140,114.187004,246.53818
141,72.94784,141.81288
142,119.4688,264.88535
143,90.07088,144.34834
144,86.611046,222.29288
145,82.756485,161.37926
146,74.433876,197.82268
147,155.06024,420.31927
148,95.563515,252.25803
149,241.54033,151.4442
150,226.46399,205.57506
151,328.37112,333.25995
152,39.57045,123.00362
153,169.68596,140.5887
154,57.85408,167.85107
155,145.8058,211.09834
156,127.7646,136.00398
157,57.26797,309.01697
158,250.36842,261.828
159,339.2702,460.81512
160,138.39137,133.50693
161,576.9778,280.03033
162,131.92137,251.57175
163,196.4872,237.52267
164,85.928604,174.50291
165,167.41061,391.4539
166,192.04788,310.0977
167,131.29105,226.12701
168,466.55753,195.75644
169,123.2284,131.8678
170,108.59712,259.64032
171,339.3651,201.35902
172,43.17232,171.19875
173,203.08696,301.70343
174,119.123886,291.53802
175,202.03938,187.4016
176,89.90778,126.32565
177,86.28057,333.69852
178,252.65887,313.20596
179,126.4296,218.81094
180,148.00546,209.0114
181,29.895273,160.56064
182,108.103516,363.94543
183,222.05754,643.4142
184,127.32621,403.28055
185,47.148106,362.83835
186,351.68033,234.59872
187,57.80555,481.96255
188,50.84791,310.69223
189,89.0842,305.96408
190,617.4046,136.90266
191,127.831024,229.7782
192,157.8609,969.42566
193,147.03688,147.35764
194,169.73184,132.37595
195,59.672485,212.3827
196,210.90976,153.769
197,85.12028,183.66568
198,61.252502,123.6966
199,209.29294,184.56506
200,99.33866,117.64634
200,99.33866,117.64634
